"bedrijf","bezichtingsduur_select","bookingLink","districtType_select","einddatum_date","eindtijd","eindtijd_time","eventType_select","id","image","kavelfunctie_select","kavelnummer_select","kennisprogramma","latlonlocatie_select","linkType_select","naam_de","naam_en","naam_nl","omschrijvingKort_de","omschrijvingKort_en","omschrijvingKort_nl","omschrijving_de","omschrijving_en","omschrijving_nl","opmerkingen","publiceerbaar","recordType_select","sdgType","semCode","startdatum_date","starttijd_time","tags","themaFloriade","zakelijk"
,"00:30","https://floriade.com/nl/?page_id=12671&preview=true","green-island",,,,,"1ywsq2r2l7KGUlegiOvU","save-plastics-1642417887377","nationaal","23",,"{""cluster"":""23"",""locatie"":""23"",""lon"":""52.35894290995171474"",""lat"":""5.22414573746117661""}","info","Save Plastics","Save Plastics","Save Plastics",,"Welcome to the Save Plastics beach house. Have a look at our recycled-plastic house, peek through the windows, enjoy the changing exhibits, and learn more via the QR codes. Here, from lounge chairs on the beach, you can experience the circular future.","Welkom bij het Save Plastics beach house. Bekijk ons gerecyclede plastic huis, gluur door de ramen naar binnen, ontdek de wisselende exposities en leer meer via de QR-codes. Hier beleef je de circulaire toekomst vanuit loungestoelen op het strand.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 12:41:01 GMT+0100 (CET)"",""sdgType_select"":""sdg-12""},{""created"":""Wed Mar 09 2022 12:41:07 GMT+0100 (CET)"",""sdgType_select"":""sdg-14""}]",,,,"[""Architectuur"",""Expositie"",""Buitententoonstelling""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30",,"utopia-island",,,,,"RfN0byHBSb3hZmgszQ8U",,"nationaal",,,,,,"Bobbing Forest","Drijvende Bos",,"This work by art producer Mothership is a gift to Floriade. The forest consists of 20 recycled sea buoys from the North Sea filled with 20 Dutch elms. These floating trees provide additional greening, compensation of CO2 and reduction of particulate matter.","Dit werk van kunstproducent Mothership bestaat uit 20 gerecyclede zeeboeien uit de Noordzee gevuld met 20 Hollandse iepen. Met dit kunstwerk wordt er aandacht gevraagd voor de stijgende zeespiegel door de klimaatverandering. ",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:43:22 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""}]",,,,"[""Architectuur"",""Buitententoonstelling"",""Innovatief""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,,"green-island",,,,,"pSyJeWUCDBSPbYlqUsm3",,"internationaal","59",,"{""cluster"":""59"",""locatie"":""59"",""lon"":""52.35677874611585025"",""lat"":""5.23133375812319468""}",,"World Village","World Village","World Village",,,,,,,,,"locatie",,,,,,,
"[{""created"":""Thu Feb 03 2022 09:44:08 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Urban Consultancy"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-11","07:00",,,"OdnjLnBnTemIAE827aO9",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"SDG Conferentie",,,,,,,,,"event",,,"2022-05-11","09:00",,,
"[{""created"":""Thu Feb 03 2022 13:59:55 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Gemeente Almere"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-27","07:00",,,"x3bEk1FV8G2zyHhRQh0N",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Nationale Groendag 2022",,,,,,,,,"event",,,"2022-09-27","21:00",,,
,"00:30","https://floriade.com/nl/op-de-expo/nationale-paviljoens/wolunie/","green-island",,,,,"rJHsojMVxT3V4hhKKAgB",,"nationaal","14",,"{""cluster"":""14"",""locatie"":""14"",""lon"":""52.35908017310097762"",""lat"":""5.22895331727906676""}","info","Almeerse Wolunie","Almeerse Wolunie","Almeerse Wolunie",,"The Shades of Nature pavilion from Almeerse Wolunie blends water, wool, the sun, and natural dyes. It also focuses on the environmental impact of the textile industry. And color. Mostly color.","In het paviljoen Shades of Nature van de Almeerse Wolunie draait het om het samenspel tussen water, wol, natuurlijke verfstoffen en zon. Om de impact van textielproductie op ons milieu. En om kleur. Vooral om kleur.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 14:05:44 GMT+0100 (CET)"",""sdgType_select"":""sdg-7""},{""created"":""Wed Mar 09 2022 14:05:45 GMT+0100 (CET)"",""sdgType_select"":""sdg-12""}]",,,,"[""Architectuur"",""Cultural discovery"",""Innovatief""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,"",,"2022-04-20","19:00",,"",,,,"",,,"","","","Event Business Connected",,"","",,"","Event Business Connected",,,"event",,"1391","2022-04-20","09:00",,,"true"
,"03:00",,"centrale-plein",,,,,"mlUR6ftWO1TFpisdOq2M",,"nationaal","91",,"{""cluster"":""91"",""locatie"":""91"",""lon"":""52.35591732302021484"",""lat"":""5.23042794364568309""}",,"Flores","Flores","Flores",,,,,,,,,"locatie",,,,,"[""Architectuur"",""Meeting rooms"",""Innovatief"",""Rolstoeltoegankelijk""]",,
,,"",,"2022-06-10","19:00",,"",,,,"",,,"","","","Bijeenkomst Gemeente Almere",,"","",,"","Bijeenkomst Gemeente Almere",,,"event",,"1761","2022-06-10","09:00",,,"true"
,,,"urban-district",,,,,"U8vyD2dkYFYO5agaIFhb",,"internationaal","50",,"{""cluster"":""50"",""locatie"":""50"",""lon"":""52.35770716198548058"",""lat"":""5.22536556420630927""}",,,"Sudan","Sudan",,"Discover the land of agriculture and food security ","Discover the land of agriculture and food security ",,"The theme is addressing Sudan's ability and sustainability of agriculture products, production food and satisfy the need of our people and be supplier for the need of other countries through the use of intensive and extensive technique production to interpret the theme of growing green cities in Sudan.",,,,"locatie",,,,,,,
"[{""created"":""Thu Feb 03 2022 10:19:40 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Adviesbureau beleef en weet"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-25","19:00",,,"x9xcD3HaAvxTP2cNmR7k",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Schooltuinconferentie van de Alliantie Schooltuinen ",,,,,,,,,"event",,,"2022-05-25","09:00",,,
,"00:30",,"hortus-avenue",,,,,"LtslkU1sooxl8UghKNGb","from-boskoop-1646210087982","tuinbouw","150",,"{""cluster"":""150"",""locatie"":""150"",""lon"":""52.35436013364622454"",""lat"":""5.23016434738849778""}",,"From Boskoop","From Boskoop","From Boskoop",,"Europe’s green breeding ground. Over the centuries, Boskoop has become both literally and figuratively Europe’s green heart. Hundreds of companies grow millions of plants and trees here in the fertile peaty soil. Experience this atmosphere here!","De groene kraamkamer van Europa. Door de eeuwen heen is Boskoop letterlijk én figuurlijk het groene hart van Europa geworden. Honderden bedrijven kweken hier op de vruchtbare veengrond miljoenen planten en bomen. Beleef hier de sfeer!",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:31:31 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""}]",,,,"[""Buitententoonstelling"",""Tuin""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30",,"hortus-avenue",,,,,"8M7G5WG8YWrKQyKMxfQ9",,"tuinbouw","148",,"{""cluster"":""148/149"",""locatie"":""148/149"",""lon"":""52.35454550497134107"",""lat"":""5.22912977504420073""}",,"Cultuurgroep Fruitgewassen","Cultuurgroep Fruitgewassen","Cultuurgroep Fruitgewassen",,"Love and temptation of fruit? You’ll discover it all here. Find out more about the cultivation of fruit crops and see how all fruit varieties grown in the Netherlands grow and flourish. You’ll experience the entire journey from layers to healthy fruit, brimming with vitamins","Liefde en verleiding van fruit? Je ontdekt het hier allemaal. Leer meer over de opkweek van fruitgewassen en zie hoe alle in Nederland geteelde fruitsoorten groeien en bloeien. Je maakt hier de reis mee van aflegger tot gezonde vrucht vol vitaminen.  ",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 12:43:20 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""}]",,,,"[""Tuin"",""Innovatief"",""Cultural discovery""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5},{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":4},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":4}]",
"[{""bedrijf"":""Urban Consultancy"",""created"":""Thu Feb 03 2022 09:46:34 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-12","19:00",,,"equVeZUY2R3f37N2SS3K",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"SDG Conferentie",,,,,,,,,"event",,,"2022-05-12","09:00",,,
"[{""created"":""Thu Feb 03 2022 13:28:45 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Windunie"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-08-25","07:00",,,"k6fSyzAsieX1VBH7UEIR",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Cooperatie Windunie bijeenkomst ",,,,,,,,,"event",,,"2022-08-25","21:00",,,
"[{""bedrijf"":""Gemeente Almere"",""created"":""Tue Jan 18 2022 09:06:52 GMT+0100 (Midden-Europese standaardtijd)"",""bedrijfType_select"":""floriade"",""bedrijfIndeling_select"":null},{""created"":""Tue Jan 18 2022 09:07:08 GMT+0100 (Midden-Europese standaardtijd)"",""bedrijf"":""Aeres Hogeschool"",""bedrijfType_select"":""floriade"",""bedrijfIndeling_select"":null}]",,"http://Nectar.Exchange ","urban-district","2022-01-28","18:00",,,"YFcMmwk75J3Umvc4J5L8",,,"98","[{""kennisprogrammaType_select"":""hoofd"",""created"":""Tue Jan 18 2022 09:07:36 GMT+0100 (Midden-Europese standaardtijd)"",""kennisprogramma_select"":""green-and-blue-urban-climate-adaption""}]","{""cluster"":""98"",""locatie"":""98"",""lon"":""52.35658602896447888"",""lat"":""5.22311681006866557""}","info",,,"Kick off Floriade Challenge The Green Escape",,,"Kick off Floriade Challenge The Green Escape",,,"Kick off Floriade Challenge The Green Escape","[{""created"":""Tue Jan 18 2022 09:05:46 GMT+0100 (Midden-Europese standaardtijd)"",""opmerking"":""FKP i.s.m. Gemeente Almere en Aeres Hoge School, evt. Locatie op aeres""}]",,"event","[{""created"":""Tue Jan 18 2022 09:07:45 GMT+0100 (Midden-Europese standaardtijd)"",""sdgType_select"":""sdg-11""}]",,"2022-01-28","09:00",,"[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
"[{""bedrijf"":""Peutz"",""created"":""Thu Feb 03 2022 10:22:46 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-02","19:00",,,"mJ87RSVpYx81O0loSRgJ",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Young Thinkers Event ",,,,,,,,,"event",,,"2022-06-02","09:00",,,
"[{""bedrijf"":""Anthos"",""created"":""Thu Feb 03 2022 14:05:20 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-29","07:00",,,"jebcSMIh2bkZtvmRostb",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Perennial Power (50)",,,,,,,,,"event",,,"2022-09-29","21:00",,,
"[{""created"":""Thu Feb 03 2022 14:02:23 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Royal Flora Holland"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-28","07:00",,,"DL8IMmm9xbUBkG04r3zO",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"PB: Outdoor ",,,,,,,,,"event",,,"2022-09-28","21:00",,,
,"01:00",,,,,,,"2PPhXrQ5VOhxeA93K3fa","floras-kitchen-1646743328349","horeca","11",,"{""cluster"":""11"",""locatie"":""11"",""lon"":""52.35995196283624153"",""lat"":""5.22471982216052577""}",,"Flora's kitchen","Flora's kitchen","Flora's kitchen",,,,,,,,,"locatie",,,,,"[""Eten & Drinken"",""Events""]",,
"[]","01:00","https://www.foodforum.nl/","urban-district",,,,,"MWVHr1191n5wQY1JPYHx","food-forum-1642330075689","nationaal","81","[]","{""cluster"":""81"",""locatie"":""81"",""lon"":""52.3570332062932664"",""lat"":""5.22330128129887417""}","info","Food Forum","Food Forum","Food Forum",,,,,,,"[{""created"":""Sun Jan 16 2022 11:49:28 GMT+0100 (Midden-Europese standaardtijd)"",""opmerking"":""Paviljoen van Provincie Flevoland""}]",,"locatie","[{""created"":""Wed Mar 09 2022 13:32:11 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""},{""created"":""Wed Mar 09 2022 13:32:15 GMT+0100 (CET)"",""sdgType_select"":""sdg-3""},{""created"":""Wed Mar 09 2022 13:32:16 GMT+0100 (CET)"",""sdgType_select"":""sdg-9""},{""created"":""Wed Mar 09 2022 13:32:19 GMT+0100 (CET)"",""sdgType_select"":""sdg-17""}]",,,,"[""Expositie"",""Meeting rooms"",""Eten & Drinken""]","[{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5},{""themaFloriade_select"":""greening"",""themaFloriadeRating"":4}]",
"[{""bedrijf"":""Arcadis Nederland BV"",""created"":""Thu Feb 03 2022 09:43:28 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-10","19:00",,,"lD7Rbtha7DMcrlhRGkCl",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Gepensioneerden dag Arcadis",,,,,,,,,"event",,,"2022-05-10","09:00",,,
,,,"urban-district",,,,,"KQceichyLTAp7ZtkcpOJ","trust-thailand-1646397396065","internationaal","48",,"{""cluster"":""48"",""locatie"":""48"",""lon"":""52.3577821674039896"",""lat"":""5.22434506373262764""}",,"Trust Thailand","Trust Thailand","Trust Thailand","Touching Various Green, Exploring Safety, Security and Sustainability","Touching Various Green, Exploring Safety, Security and Sustainability","Touching Various Green, Exploring Safety, Security and Sustainability","„TRUST Thailand“ ist das Thema, das durch die Anwendung des „Bio-Circular-Green Economy-Modells“ (BCG-Modell) präsentiert wird, um natürliche Ressourcen effizienter zu nutzen und die Umwelt so wenig wie möglich zu belasten. Anwendung neuer Technologien und Innovationen, um die Stärken Thailands weiter auszubauen, insbesondere Landwirtschaft, Biodiversität und kulturelle Vielfalt.","“TRUST Thailand” is the theme presented through the application of “Bio-Circular-Green Economy model” (BCG model) to use natural assets more efficiently with the least impact on the environment as possible. Applying new technologies and innovation to further build on Thailand's strengths, especially, agriculture, biodiversity and cultural diversity. ","""TRUST Thailand"" is het thema dat wordt gepresenteerd door de toepassing van het ""Bio-Circular-Green Economy-model"" (BCG-model) om natuurlijke activa efficiënter te gebruiken met zo min mogelijk impact op het milieu. Toepassing van nieuwe technologieën en innovatie om voort te bouwen op de sterke punten van Thailand, met name landbouw, biodiversiteit en culturele diversiteit.",,,"locatie",,,,,,,
,,,"hortus-avenue","2022-09-02","07:00",,,"ZwA9OtpFiqKrNRw6rEMN",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Event Duitse relaties",,,,,,,,,"event",,,"2022-09-02","21:00",,,
"[{""created"":""Thu Feb 03 2022 09:53:56 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Vereniging van Hoveniers (VHG)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-14","19:00",,,"dMYBGwik3dyKkaWTyBj0",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bezoek Europese koepel ELCA ",,,,,,,,,"event",,,"2022-05-14","09:00",,,
,,"http://www.moa.gov.bd/","urban-district",,,,,"IWBAdCOPnJevRxn2VgI6",,"internationaal","101",,"{""cluster"":""101"",""locatie"":""101"",""lon"":""52.35630585103331924"",""lat"":""5.22467321994073508""}","info",,,"Bangladesh",,,,,"Bangladesh, as a land of delta, our eco system is co exists with water. The shapla is the national flower. It could be the symbolic flora that can represent Bangladesh symbolically in the Floriade Expo. Therefore the pavilion in the expo is chosen as oval shapes. The sculpture of shapla on pavilion roof will mark the BD pavilion from distant. ",,,,"locatie",,,,,,,
,"01:00",,"urban-district",,,,,"hFLJc8n4d0a405ejrPP8",,"nationaal","98",,"{""cluster"":""98"",""locatie"":""98"",""lon"":""52.35658602896447888"",""lat"":""5.22311681006866557""}","info","Aeres Hogeschool","Aeres Hogeschool","Aeres Hogeschool",,"Get to know the greenest university of applied sciences in the Netherlands! A leader in climate adaptation, circularity and well-being, and winner of the Circular Award 2022! We train students to contribute to a healthy sustainable living environment.","Maak kennis met de groenste hogeschool van Nederland! Toonaangevend op het gebied van klimaatadaptatie, circulariteit en welzijn, bekroond met de Circular Award 2022! Hier leiden we studenten op die bijdragen aan een gezonde duurzame leefomgeving.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 12:37:41 GMT+0100 (CET)"",""sdgType_select"":""sdg-4""},{""created"":""Wed Mar 09 2022 12:37:59 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""}]",,,,"[""Architectuur"",""Innovatief"",""Educatie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30",,,,,,,"LgsqBJGL4puFV5NklBR1",,"tuinbouw","16",,"{""cluster"":""16"",""locatie"":""16"",""lon"":""52.35893155031086366"",""lat"":""5.22995036492874377""}",,"Groen Collectief Nederland","Groen Collectief Nederland","Groen Collectief Nederland",,"Practice what you preach. Groen Collectief Nederland would like to show you the very latest developments in the field of greening. And all presented in a beautiful garden. Discover the various different innovations in climate-adaptive construction methods which can be used in small, medium and large projects.","Practice what you preach. Groen Collectief Nederland laat je de laatste ontwikkelingen zien op het gebied van vergroening. En dat alles in een mooie tuin. Ontdek innovaties op het gebied van klimaatadaptieve aanlegmethoden die toepasbaar zijn in kleine, middelgrote en grote projecten.",,,,,,"locatie",,,,,"[""Tuin"",""Innovatief""]",,
,,"",,"2022-04-21","19:00",,"",,,,"",,,"","","","Bezoek Congres paviljoen",,"","",,"","Bezoek Congres paviljoen",,,"event",,"1831","2022-04-21","09:00",,,"true"
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Tue Feb 01 2022 10:27:20 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-07","19:00",,,"iGzGlX4w0t2wcF6A9QiC",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,"Persevent Internationaal","Persevent Internationaal",,,,,,,,,"event",,,"2022-04-07","09:00",,,
,,"",,"2022-05-18","19:00",,"",,,,"",,,"","","","Bijeenkomst Almere city Marketing",,"","",,"","Bijeenkomst Almere city Marketing",,,"event",,"1881","2022-05-18","09:00",,,"true"
,"01:00",,"green-island",,,,,"DNd1Wt2GYDP3lI12OvJH",,"horeca","73",,"{""cluster"":""73"",""locatie"":""73"",""lon"":""52.35662204054024471"",""lat"":""5.22968987050405154""}",,"Foodtruck","Foodtruck","Foodtruck",,,"Counter verkoop /  algemeen basis assortiment Horeca en picknick plek
- cateraar LE2",,,,,,"locatie",,,,,"[""Eten & Drinken""]",,
"[{""bedrijf"":""Stichting Weerwoud"",""created"":""Mon Mar 07 2022 23:05:24 GMT+0100 (Midden-Europese standaardtijd)"",""bedrijfType_select"":""deelnemer"",""bedrijfIndeling_select"":null}]","01:00",,"utopia-island",,,,,"ajCrLAztv1FQAMwAKv9G","stichting-weerwoud-agroforestry-1646690676901","nationaal",,,,,"Stichting Weerwoud (Agroforestry)","Stichting Weerwoud (Agroforestry)","Stichting Weerwoud (Agroforestry)",,"Earth and nature have so much to offer us, especially in terms of our health. At Utopia, our aim is to inspire you with our vision of the city of the future. A city rich in nature, full of life, and an excellent balance between people, animals, and plants.","De aarde en de natuur hebben zoveel te bieden, zeker wat het onze gezondheid betreft. In Utopia willen we u inspireren met onze visie van de stad van de toekomst. Een stad die rijk is aan natuur, en met een uitmuntende balans tussen mens, dier en plant.",,,,,,"locatie",,,,,"[""Tuin"",""Workshops"",""Buitententoonstelling""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5},{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":3}]",
,"00:30",,,,,,,"ajLaGW7VBgbPYWDJkTND","ecodemohuis-1646817885586",,"62",,"{""cluster"":""62"",""locatie"":""62"",""lon"":""52.35639741055437923"",""lat"":""5.23348732311530274""}",,"EcoDemoHuis","EcoDemoHuis","EcoDemoHuis",,,,,,,,,"locatie",,,,,,,
,"01:00",,"utopia-island",,,,,"MZRs8AJZZEgf4BqwAPre",,"horeca","11",,"{""cluster"":""11"",""locatie"":""11"",""lon"":""52.35995196283624153"",""lat"":""5.22471982216052577""}",,"Poffertjeskiosk","Poffertjeskiosk","Poffertjeskiosk",,,"Poffertjes kiosk en container - cateraar lokale horecaondernemer

",,,,,,"locatie",,,,,"[""Eten & Drinken""]",,
,"01:00",,"hortus-avenue",,,,,"G7edeHCFIzfgP3E0mlkL","woonzorgcentrum-flora-1646691197925","nationaal","120",,"{""cluster"":""119/120/121"",""locatie"":""119/120/121"",""lon"":""52.35596411572980458"",""lat"":""5.22394675273170694""}",,"Woonzorgcentrum Flora","Woonzorgcentrum Flora","Woonzorgcentrum Flora",,"This is Flora! Flora is not just any residential care centre. It is a residential, living and working community where everything revolves around the welfare and wellbeing of residents and their 
relatives, amidst an oasis of greenery. ","Dit is Flora! Flora is niet zomaar een woonzorgcentrum. Het is een woon-, leef- en werkgemeenschap waar alles draait om het welzijn en welbevinden van bewoners en hun 
naasten, te midden in een oase van groen. ",,,,,,"locatie",,,,,"[""Architectuur"",""Tuin"",""Expositie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":3},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":5}]",
,,"",,"2022-07-05","19:00",,"",,,,"",,,"","","","Hotelbijeenkomst",,"","",,"","Hotelbijeenkomst",,,"event",,"1902","2022-07-05","09:00",,,"true"
,,"",,"2022-04-21","19:00",,"",,,,"",,,"","","","Bezoek Floriade Expo 2022 met CEO",,"","",,"","Bezoek Floriade Expo 2022 met CEO",,,"event",,"1206","2022-04-21","09:00",,,"true"
,,,"hortus-avenue","2022-09-29","07:00",,,"xCp8ZSsHTO3ngLxTP2P2",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"AIPH",,,,,,,,,"event",,,"2022-09-29","21:00",,,
,"00:30",,"green-island",,,,,"LbUFwZL9m123ci2jtPA7",,"nationaal","57",,"{""cluster"":""57"",""locatie"":""57"",""lon"":""52.35696666862464355"",""lat"":""5.23029019217914914""}",," De Grote Tuinverbouwing"," De Grote Tuinverbouwing","De Grote Tuinverbouwing",,"All new steps start with a positive mindset. The green meeting for young and old.","Alle nieuwe stappen starten bij een positieve denkwijze. De groene ontmoeting voor jong en oud.",,,,,,"locatie",,,,,"[""Tuin"",""Educatie"",""Expositie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 10:18:18 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-24","19:00",,,"w10D8je7WhXFHk2tYFtC",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"TEDx",,,,,,,,,"event",,,"2022-05-24","09:00",,,
,,"",,"2022-09-15","19:00",,"",,,,"",,,"","","","Optie Heras Mobile",,"","",,"","Optie Heras Mobile",,,"event",,"1535","2022-09-15","09:00",,,"true"
"[{""bedrijf"":""Provincie Flevoland"",""created"":""Thu Feb 03 2022 09:34:12 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-21","19:00",,,"hOXnOqYxsRPUyQLNgagB",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bezoek Floriade Expo 2022 met CEO",,,,,,,,,"event",,,"2022-04-21","09:00",,,
"[{""bedrijf"":""Rabobank"",""created"":""Thu Feb 03 2022 10:10:57 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-19","19:00",,,"HwVStSCyIhe41D14CtXm",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Rabobank Duurzame Innovatie Prijs ",,,,,,,,,"event",,,"2022-05-19","09:00",,,
,,,"hortus-avenue","2022-09-26","07:00",,,"SdemwcsaSyBE1NAkvCSJ",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Toerisme Top",,,,,,,,,"event",,,"2022-09-26","21:00",,,
,,,"hortus-avenue","2022-09-30","07:00",,,"dHCgei5De7GEsATQr67V",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Personeels event Aeres",,,,,,,,,"event",,,"2022-09-30","21:00",,,
,,"https://floriade.com/en/floriade-dialogues/",,"2022-02-21","12:30",,"Workshop","1jwpVSCepsQ8O4pWz07Q",,,,"[{""kennisprogrammaType_select"":""hoofd"",""created"":""Tue Jan 18 2022 09:21:12 GMT+0100 (Midden-Europese standaardtijd)"",""kennisprogramma_select"":""urban-food-strategy-and-system-transition""}]",,"info",,,"Floriade Dialogue #21 | Upscaling food system innovation",,,"This Floriade Dialogue Webinar will discuss how we can stimulate locally sourced food consumption and create local supply lines with affordable and good food for all. ",,,"This Floriade Dialogue edition is all about food innovation and food system transformation. As the bigger part of World's population will live in urban areas and global procurement of food to ensure food security has shown its limits. Cities will play a key role in the way fresh food products will find their direct routes to consumers. They can and will be key actors of food system transformation and bring together different stakeholders to upscale food system innovation and strategic food procurement.","[{""created"":""Tue Jan 18 2022 09:21:44 GMT+0100 (Midden-Europese standaardtijd)"",""opmerking"":""This Floriade Dialogue will be organized in the Dutch Pavilion at the Dubai expo. An exclusive audience is invited to join the Horticultural Days at the Dutch Pavilion. The full program can be followed online.""}]",,"event","[{""created"":""Tue Jan 18 2022 09:21:01 GMT+0100 (Midden-Europese standaardtijd)"",""sdgType_select"":""sdg-2""},{""created"":""Tue Jan 18 2022 09:21:05 GMT+0100 (Midden-Europese standaardtijd)"",""sdgType_select"":""sdg-9""}]",,"2022-02-21","11:00","[""Workshops""]","[{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5}]",false
"[{""created"":""Thu Feb 03 2022 10:14:12 GMT+0100 (Central European Standard Time)"",""bedrijf"":""NVTL"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-20","19:00",,,"U5S9Lu5J4ntvhbwUa6v9",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bedrijfsfeest NVTL",,,,,,,,,"event",,,"2022-05-20","09:00",,,
